type,n,algo,threshold,time
almost,23500,hybrid,15,5305
almost,23500,hybrid,20,5295.2
almost,23500,hybrid,30,4557.8
almost,23500,hybrid,50,4009.6
almost,23600,standard,0,11944.6
almost,23600,hybrid,5,7474
almost,23600,hybrid,10,6378
almost,23600,hybrid,15,5344.6
almost,23600,hybrid,20,5347.4
almost,23600,hybrid,30,4573.2
almost,23600,hybrid,50,4110.8
almost,23700,standard,0,12144.2
almost,23700,hybrid,5,7543.4
almost,23700,hybrid,10,6416.2
almost,23700,hybrid,15,5355.8
almost,23700,hybrid,20,5358.4
almost,23700,hybrid,30,4591.6
almost,23700,hybrid,50,4029.2
almost,23800,standard,0,12139.2
almost,23800,hybrid,5,7609.2
almost,23800,hybrid,10,6418.2
almost,23800,hybrid,15,5355.6
almost,23800,hybrid,20,5363
almost,23800,hybrid,30,4606.6
almost,23800,hybrid,50,4050.4
almost,23900,standard,0,12230
almost,23900,hybrid,5,7654.4
almost,23900,hybrid,10,6441.6
almost,23900,hybrid,15,5396
almost,23900,hybrid,20,5378.4
almost,23900,hybrid,30,4628.6
almost,23900,hybrid,50,4070.2
almost,24000,standard,0,12146.4
almost,24000,hybrid,5,7707.6
almost,24000,hybrid,10,6458
almost,24000,hybrid,15,5394.6
almost,24000,hybrid,20,5403.2
almost,24000,hybrid,30,4636.4
almost,24000,hybrid,50,4082
almost,24100,standard,0,12201.6
almost,24100,hybrid,5,7797.8
almost,24100,hybrid,10,6677.4
almost,24100,hybrid,15,5467
almost,24100,hybrid,20,5448.8
almost,24100,hybrid,30,4677
almost,24100,hybrid,50,4097.4
almost,24200,standard,0,12271.2
almost,24200,hybrid,5,7811.2
almost,24200,hybrid,10,6502
almost,24200,hybrid,15,5439.4
almost,24200,hybrid,20,5477.2
almost,24200,hybrid,30,4696.6
almost,24200,hybrid,50,4117
almost,24300,standard,0,12377.2
almost,24300,hybrid,5,7898.4
almost,24300,hybrid,10,6555.6
almost,24300,hybrid,15,5469
almost,24300,hybrid,20,5460.2
almost,24300,hybrid,30,4709.4
almost,24300,hybrid,50,4151
almost,24400,standard,0,12356
almost,24400,hybrid,5,7914.8
almost,24400,hybrid,10,6542.4
almost,24400,hybrid,15,5474.6
almost,24400,hybrid,20,5473.6
almost,24400,hybrid,30,4706.4
almost,24400,hybrid,50,4151
almost,24500,standard,0,12378.2
almost,24500,hybrid,5,7964.2
almost,24500,hybrid,10,6568.6
almost,24500,hybrid,15,5530.8
almost,24500,hybrid,20,5498
almost,24500,hybrid,30,4733.2
almost,24500,hybrid,50,4245.4
almost,24600,standard,0,12750.2
almost,24600,hybrid,5,8071.2
almost,24600,hybrid,10,6606
almost,24600,hybrid,15,5544.6
almost,24600,hybrid,20,5549.4
almost,24600,hybrid,30,4770.2
almost,24600,hybrid,50,4200.4
almost,24700,standard,0,12923.4
almost,24700,hybrid,5,8161.2
almost,24700,hybrid,10,6627.6
almost,24700,hybrid,15,5580.2
almost,24700,hybrid,20,5540.8
almost,24700,hybrid,30,4775.2
almost,24700,hybrid,50,4207.2
almost,24800,standard,0,12551.2
almost,24800,hybrid,5,8065.6
almost,24800,hybrid,10,6610.2
almost,24800,hybrid,15,5572.4
almost,24800,hybrid,20,5577
almost,24800,hybrid,30,4805.8
almost,24800,hybrid,50,4215.6
almost,24900,standard,0,13015.2
almost,24900,hybrid,5,8202.6
almost,24900,hybrid,10,6677.6
almost,24900,hybrid,15,5594.4
almost,24900,hybrid,20,5632.4
almost,24900,hybrid,30,4826.6
almost,24900,hybrid,50,4231.8
almost,25000,standard,0,12637.2
almost,25000,hybrid,5,8277
almost,25000,hybrid,10,6638.4
almost,25000,hybrid,15,5609.2
almost,25000,hybrid,20,5600.6
almost,25000,hybrid,30,4827.2
almost,25000,hybrid,50,4246.4
almost,25100,standard,0,12749.8
almost,25100,hybrid,5,8137.4
almost,25100,hybrid,10,6669.2
almost,25100,hybrid,15,5627.8
almost,25100,hybrid,20,5645.2
almost,25100,hybrid,30,4842.4
almost,25100,hybrid,50,4283
almost,25200,standard,0,12824
almost,25200,hybrid,5,8151.2
almost,25200,hybrid,10,6682.4
almost,25200,hybrid,15,5637.6
almost,25200,hybrid,20,5648.2
almost,25200,hybrid,30,4852
almost,25200,hybrid,50,4286.2
almost,25300,standard,0,12830
almost,25300,hybrid,5,8173.4
almost,25300,hybrid,10,6705.6
almost,25300,hybrid,15,5665
almost,25300,hybrid,20,5704.2
almost,25300,hybrid,30,4900.2
almost,25300,hybrid,50,4294
almost,25400,standard,0,12868
almost,25400,hybrid,5,8209.2
almost,25400,hybrid,10,6722.4
almost,25400,hybrid,15,5835.2
almost,25400,hybrid,20,5743.8
almost,25400,hybrid,30,4905.8
almost,25400,hybrid,50,4312.4
almost,25500,standard,0,12867.2
almost,25500,hybrid,5,8257.6
almost,25500,hybrid,10,6741.8
almost,25500,hybrid,15,5709.8
almost,25500,hybrid,20,5723.4
almost,25500,hybrid,30,4936.4
almost,25500,hybrid,50,4332.4
almost,25600,standard,0,13253
almost,25600,hybrid,5,8268
almost,25600,hybrid,10,6782.2
almost,25600,hybrid,15,5718
almost,25600,hybrid,20,5704.2
almost,25600,hybrid,30,4926
almost,25600,hybrid,50,4352.6
almost,25700,standard,0,13496.8
almost,25700,hybrid,5,8381.6
almost,25700,hybrid,10,6818
almost,25700,hybrid,15,5747.8
almost,25700,hybrid,20,5772.8
almost,25700,hybrid,30,4973.4
almost,25700,hybrid,50,4485.6
almost,25800,standard,0,13101.4
almost,25800,hybrid,5,8307.4
almost,25800,hybrid,10,6810.8
almost,25800,hybrid,15,5746.2
almost,25800,hybrid,20,5743.8
almost,25800,hybrid,30,5074.2
almost,25800,hybrid,50,4670.6
almost,25900,standard,0,13155.8
almost,25900,hybrid,5,8338.4
almost,25900,hybrid,10,6991
almost,25900,hybrid,15,5760
almost,25900,hybrid,20,5794.4
almost,25900,hybrid,30,4993
almost,25900,hybrid,50,4754.4
almost,26000,standard,0,13688.8
almost,26000,hybrid,5,8492.2
almost,26000,hybrid,10,6878.4
almost,26000,hybrid,15,5796.4
almost,26000,hybrid,20,5799.8
almost,26000,hybrid,30,5006
almost,26000,hybrid,50,4878.4
almost,26100,standard,0,13737
almost,26100,hybrid,5,8532.2
almost,26100,hybrid,10,6901.4
almost,26100,hybrid,15,5822.8
almost,26100,hybrid,20,5857.8
almost,26100,hybrid,30,5026
almost,26100,hybrid,50,5008.8
almost,26200,standard,0,13678
almost,26200,hybrid,5,8501.2
almost,26200,hybrid,10,6974.8
almost,26200,hybrid,15,5840.8
almost,26200,hybrid,20,5823.4
almost,26200,hybrid,30,5037.8
almost,26200,hybrid,50,5172.8
almost,26300,standard,0,13397
almost,26300,hybrid,5,8443.6
almost,26300,hybrid,10,6929.8
almost,26300,hybrid,15,5863.4
almost,26300,hybrid,20,6027.2
almost,26300,hybrid,30,5207.6
almost,26300,hybrid,50,5077.2
almost,26400,standard,0,13490.4
almost,26400,hybrid,5,8482.8
almost,26400,hybrid,10,6954.8
almost,26400,hybrid,15,5900.2
almost,26400,hybrid,20,5895.2
almost,26400,hybrid,30,5099
almost,26400,hybrid,50,5107.2
almost,26500,standard,0,13500.8
almost,26500,hybrid,5,8512.8
almost,26500,hybrid,10,7011.6
almost,26500,hybrid,15,5910.8
almost,26500,hybrid,20,5898.4
almost,26500,hybrid,30,5165.8
almost,26500,hybrid,50,5289
almost,26600,standard,0,14056.8
almost,26600,hybrid,5,8678.2
almost,26600,hybrid,10,7022.8
almost,26600,hybrid,15,5896.4
almost,26600,hybrid,20,5923.8
almost,26600,hybrid,30,5104.2
almost,26600,hybrid,50,5144
almost,26700,standard,0,13730
almost,26700,hybrid,5,8711.4
almost,26700,hybrid,10,7074.2
almost,26700,hybrid,15,5931.2
almost,26700,hybrid,20,5934.2
almost,26700,hybrid,30,5135.6
almost,26700,hybrid,50,5127.8
almost,26800,standard,0,13706.2
almost,26800,hybrid,5,8598
almost,26800,hybrid,10,7029.6
almost,26800,hybrid,15,5942.6
almost,26800,hybrid,20,5945.4
almost,26800,hybrid,30,5158.6
almost,26800,hybrid,50,5148.4
almost,26900,standard,0,13722
almost,26900,hybrid,5,8687.4
almost,26900,hybrid,10,7110
almost,26900,hybrid,15,5978.4
almost,26900,hybrid,20,5975.6
almost,26900,hybrid,30,5169.2
almost,26900,hybrid,50,5177.6
almost,27000,standard,0,14055.6
almost,27000,hybrid,5,8679.2
almost,27000,hybrid,10,7127.2
almost,27000,hybrid,15,5990.8
almost,27000,hybrid,20,6002.2
almost,27000,hybrid,30,5184.6
almost,27000,hybrid,50,5180.2
almost,27100,standard,0,14413.8
almost,27100,hybrid,5,8682.4
almost,27100,hybrid,10,7169.4
almost,27100,hybrid,15,6000
almost,27100,hybrid,20,5987.4
almost,27100,hybrid,30,5199.4
almost,27100,hybrid,50,5196.8
almost,27200,standard,0,14250.8
almost,27200,hybrid,5,8831.2
almost,27200,hybrid,10,7147
almost,27200,hybrid,15,6039
almost,27200,hybrid,20,6029
almost,27200,hybrid,30,5230.4
almost,27200,hybrid,50,5222
almost,27300,standard,0,14188.8
almost,27300,hybrid,5,8745.4
almost,27300,hybrid,10,7174.6
almost,27300,hybrid,15,6044.2
almost,27300,hybrid,20,6062.6
almost,27300,hybrid,30,5405
almost,27300,hybrid,50,5356.4
almost,27400,standard,0,14085.4
almost,27400,hybrid,5,8732
almost,27400,hybrid,10,7177.4
almost,27400,hybrid,15,6051.6
almost,27400,hybrid,20,6044.2
almost,27400,hybrid,30,5247.4
almost,27400,hybrid,50,5410.2
almost,27500,standard,0,14078.2
almost,27500,hybrid,5,8800.4
almost,27500,hybrid,10,7202
almost,27500,hybrid,15,6077
almost,27500,hybrid,20,6093.4
almost,27500,hybrid,30,5272.8
almost,27500,hybrid,50,5271.8
almost,27600,standard,0,14099.8
almost,27600,hybrid,5,8833.2
almost,27600,hybrid,10,7255.2
almost,27600,hybrid,15,6094
almost,27600,hybrid,20,6106.4
almost,27600,hybrid,30,5308.6
almost,27600,hybrid,50,5298.6
almost,27700,standard,0,14283.8
almost,27700,hybrid,5,8980.4
almost,27700,hybrid,10,7278.2
almost,27700,hybrid,15,6160.4
almost,27700,hybrid,20,6147.6
almost,27700,hybrid,30,5317.8
almost,27700,hybrid,50,5309
almost,27800,standard,0,14693.2
almost,27800,hybrid,5,8989.6
almost,27800,hybrid,10,7295.8
almost,27800,hybrid,15,6197.2
almost,27800,hybrid,20,6164.6
almost,27800,hybrid,30,5470.8
almost,27800,hybrid,50,5345.6
almost,27900,standard,0,14288
almost,27900,hybrid,5,8905.6
almost,27900,hybrid,10,7333.4
almost,27900,hybrid,15,6147.6
almost,27900,hybrid,20,6164
almost,27900,hybrid,30,5338.4
almost,27900,hybrid,50,5340.2
almost,28000,standard,0,14302.2
almost,28000,hybrid,5,8912.4
almost,28000,hybrid,10,7357.8
almost,28000,hybrid,15,6172.8
almost,28000,hybrid,20,6182.6
almost,28000,hybrid,30,5367
almost,28000,hybrid,50,5372
almost,28100,standard,0,14369
almost,28100,hybrid,5,8912.6
almost,28100,hybrid,10,7345.4
almost,28100,hybrid,15,6189
almost,28100,hybrid,20,6197.4
almost,28100,hybrid,30,5388.8
almost,28100,hybrid,50,5382.8
almost,28200,standard,0,14413.8
almost,28200,hybrid,5,8979.2
almost,28200,hybrid,10,7368.8
almost,28200,hybrid,15,6302
almost,28200,hybrid,20,6302
almost,28200,hybrid,30,5403.8
almost,28200,hybrid,50,5394.4
almost,28300,standard,0,14500.2
almost,28300,hybrid,5,8964.6
almost,28300,hybrid,10,7376
almost,28300,hybrid,15,6246
almost,28300,hybrid,20,6231.2
almost,28300,hybrid,30,5433.6
almost,28300,hybrid,50,5423.6
almost,28400,standard,0,14951.6
almost,28400,hybrid,5,9053.6
almost,28400,hybrid,10,7462.2
almost,28400,hybrid,15,6265.4
almost,28400,hybrid,20,6267
almost,28400,hybrid,30,5435.4
almost,28400,hybrid,50,5437.6
almost,28500,standard,0,14576.4
almost,28500,hybrid,5,9010
almost,28500,hybrid,10,7410.4
almost,28500,hybrid,15,6269.2
almost,28500,hybrid,20,6267
almost,28500,hybrid,30,5461.8
almost,28500,hybrid,50,5474.6
almost,28600,standard,0,15139.8
almost,28600,hybrid,5,9034.8
almost,28600,hybrid,10,7663.2
almost,28600,hybrid,15,6314.4
almost,28600,hybrid,20,6306.2
almost,28600,hybrid,30,5484
almost,28600,hybrid,50,5495
almost,28700,standard,0,14686.8
almost,28700,hybrid,5,9036.6
almost,28700,hybrid,10,7462.2
almost,28700,hybrid,15,6342
almost,28700,hybrid,20,6353.2
almost,28700,hybrid,30,5496.8
almost,28700,hybrid,50,5502.2
almost,28800,standard,0,14726.6
almost,28800,hybrid,5,9086.2
almost,28800,hybrid,10,7525.8
almost,28800,hybrid,15,6331.8
almost,28800,hybrid,20,6324.4
almost,28800,hybrid,30,5509.6
almost,28800,hybrid,50,5554
almost,28900,standard,0,14791.6
almost,28900,hybrid,5,9093
almost,28900,hybrid,10,7610.6
almost,28900,hybrid,15,6400.2
almost,28900,hybrid,20,6350.4
almost,28900,hybrid,30,5545.8
almost,28900,hybrid,50,5528.4
almost,29000,standard,0,14999.2
almost,29000,hybrid,5,9116.6
almost,29000,hybrid,10,7536.2
almost,29000,hybrid,15,6360.4
almost,29000,hybrid,20,6368
almost,29000,hybrid,30,5555.4
almost,29000,hybrid,50,5557
almost,29100,standard,0,14919.2
almost,29100,hybrid,5,9158.6
almost,29100,hybrid,10,7560.2
almost,29100,hybrid,15,6388
almost,29100,hybrid,20,6378.8
almost,29100,hybrid,30,5586
almost,29100,hybrid,50,5568.2
almost,29200,standard,0,15057.2
almost,29200,hybrid,5,9337
almost,29200,hybrid,10,7596.8
almost,29200,hybrid,15,6432.2
almost,29200,hybrid,20,6427.8
almost,29200,hybrid,30,5607.8
almost,29200,hybrid,50,5612.6
almost,29300,standard,0,14937.6
almost,29300,hybrid,5,9203.2
almost,29300,hybrid,10,7608.6
almost,29300,hybrid,15,6427.2
almost,29300,hybrid,20,6429.4
almost,29300,hybrid,30,5611.6
almost,29300,hybrid,50,5745
almost,29400,standard,0,15092.4
almost,29400,hybrid,5,9251.4
almost,29400,hybrid,10,7614.4
almost,29400,hybrid,15,6443
almost,29400,hybrid,20,6485.4
almost,29400,hybrid,30,5632.8
almost,29400,hybrid,50,5615.6
almost,29500,standard,0,15132.8
almost,29500,hybrid,5,9238.2
almost,29500,hybrid,10,7626
almost,29500,hybrid,15,6470.4
almost,29500,hybrid,20,6471.6
almost,29500,hybrid,30,5632.2
almost,29500,hybrid,50,5656.2
almost,29600,standard,0,15271.2
almost,29600,hybrid,5,9272.4
almost,29600,hybrid,10,7684.6
almost,29600,hybrid,15,6487.6
almost,29600,hybrid,20,6482
almost,29600,hybrid,30,5725.6
almost,29600,hybrid,50,5654
almost,29700,standard,0,15754.2
almost,29700,hybrid,5,9472
almost,29700,hybrid,10,7700.8
almost,29700,hybrid,15,6695.2
almost,29700,hybrid,20,6517.6
almost,29700,hybrid,30,5679.2
almost,29700,hybrid,50,5669.4
almost,29800,standard,0,15441
almost,29800,hybrid,5,9478.8
almost,29800,hybrid,10,7705.2
almost,29800,hybrid,15,6554.4
almost,29800,hybrid,20,6544.2
almost,29800,hybrid,30,5703.2
almost,29800,hybrid,50,5702.6
almost,29900,standard,0,15332
almost,29900,hybrid,5,9351.4
almost,29900,hybrid,10,7725.8
almost,29900,hybrid,15,6545.8
almost,29900,hybrid,20,6547.2
almost,29900,hybrid,30,5724.2
almost,29900,hybrid,50,5723.6
almost,30000,standard,0,15952.6
almost,30000,hybrid,5,9546.6
almost,30000,hybrid,10,7772
almost,30000,hybrid,15,6588.4
almost,30000,hybrid,20,6588.2
almost,30000,hybrid,30,5730.2
almost,30000,hybrid,50,5738.8
almost,30100,standard,0,15585.2
almost,30100,hybrid,5,9447.8
almost,30100,hybrid,10,7744.8
almost,30100,hybrid,15,6639.6
almost,30100,hybrid,20,6626.2
almost,30100,hybrid,30,5750.6
almost,30100,hybrid,50,5753.6
almost,30200,standard,0,15427
almost,30200,hybrid,5,9435.2
almost,30200,hybrid,10,7789.6
almost,30200,hybrid,15,6626.2
almost,30200,hybrid,20,6593.8
almost,30200,hybrid,30,5767.2
almost,30200,hybrid,50,5754.4
almost,30300,standard,0,15607.4
almost,30300,hybrid,5,9544.2
almost,30300,hybrid,10,7807.2
almost,30300,hybrid,15,6625.4
almost,30300,hybrid,20,6639.6
almost,30300,hybrid,30,5788
almost,30300,hybrid,50,5784
almost,30400,standard,0,15659.4
almost,30400,hybrid,5,9474.6
almost,30400,hybrid,10,7808
almost,30400,hybrid,15,6646.6
almost,30400,hybrid,20,6655.8
almost,30400,hybrid,30,5940
almost,30400,hybrid,50,5823.6
almost,30500,standard,0,16254.2
almost,30500,hybrid,5,9599.6
almost,30500,hybrid,10,7856.4
almost,30500,hybrid,15,6668.6
almost,30500,hybrid,20,6680.2
almost,30500,hybrid,30,5819
almost,30500,hybrid,50,5819.4
almost,30600,standard,0,15650.2
almost,30600,hybrid,5,9533.8
almost,30600,hybrid,10,7867.4
almost,30600,hybrid,15,6721
almost,30600,hybrid,20,6708.8
almost,30600,hybrid,30,5859.4
almost,30600,hybrid,50,5847.6
almost,30700,standard,0,15831.4
almost,30700,hybrid,5,9558.6
almost,30700,hybrid,10,7898
almost,30700,hybrid,15,6697.8
almost,30700,hybrid,20,6692.6
almost,30700,hybrid,30,5850
almost,30700,hybrid,50,5850.2
almost,30800,standard,0,15864.4
almost,30800,hybrid,5,9762.4
almost,30800,hybrid,10,7959.2
almost,30800,hybrid,15,6806.8
almost,30800,hybrid,20,6742.4
almost,30800,hybrid,30,5944
almost,30800,hybrid,50,5878.4
almost,30900,standard,0,15898.2
almost,30900,hybrid,5,9621
almost,30900,hybrid,10,7933.8
almost,30900,hybrid,15,6867.4
almost,30900,hybrid,20,6732
almost,30900,hybrid,30,6044.8
almost,30900,hybrid,50,5902.8
almost,31000,standard,0,15972.6
almost,31000,hybrid,5,9694.8
almost,31000,hybrid,10,7954.4
almost,31000,hybrid,15,6934.4
almost,31000,hybrid,20,6748.6
almost,31000,hybrid,30,6159.8
almost,31000,hybrid,50,5900.6
almost,31100,standard,0,15926
almost,31100,hybrid,5,9655.6
almost,31100,hybrid,10,8003
almost,31100,hybrid,15,7058.4
almost,31100,hybrid,20,6817.2
almost,31100,hybrid,30,6355.8
almost,31100,hybrid,50,5974.6
almost,31200,standard,0,16258.2
almost,31200,hybrid,5,9798.4
almost,31200,hybrid,10,8014.6
almost,31200,hybrid,15,7105.4
almost,31200,hybrid,20,6808.8
almost,31200,hybrid,30,6377.8
almost,31200,hybrid,50,5951.4
almost,31300,standard,0,16633.4
almost,31300,hybrid,5,9775.2
almost,31300,hybrid,10,8033.8
almost,31300,hybrid,15,7196.6
almost,31300,hybrid,20,6817.8
almost,31300,hybrid,30,6462.2
almost,31300,hybrid,50,5957.6
almost,31400,standard,0,16128
almost,31400,hybrid,5,9739
almost,31400,hybrid,10,8045
almost,31400,hybrid,15,7278.8
almost,31400,hybrid,20,6829.8
almost,31400,hybrid,30,6573.6
almost,31400,hybrid,50,6007
almost,31500,standard,0,16026.8
almost,31500,hybrid,5,10212
almost,31500,hybrid,10,8080.6
almost,31500,hybrid,15,7402.2
almost,31500,hybrid,20,6895.6
almost,31500,hybrid,30,6655.2
almost,31500,hybrid,50,6000.6
almost,31600,standard,0,16288.6
almost,31600,hybrid,5,9824.8
almost,31600,hybrid,10,8122.8
almost,31600,hybrid,15,7444.2
almost,31600,hybrid,20,6895.2
almost,31600,hybrid,30,6787.4
almost,31600,hybrid,50,6009.2
almost,31700,standard,0,16810.8
almost,31700,hybrid,5,9965.4
almost,31700,hybrid,10,8125.2
almost,31700,hybrid,15,7507
almost,31700,hybrid,20,6899.8
almost,31700,hybrid,30,6857.8
almost,31700,hybrid,50,6023.2
almost,31800,standard,0,16381
almost,31800,hybrid,5,9841.8
almost,31800,hybrid,10,8141.6
almost,31800,hybrid,15,7664.8
almost,31800,hybrid,20,7085.8
almost,31800,hybrid,30,6929.8
almost,31800,hybrid,50,6041.2
almost,31900,standard,0,16914.8
almost,31900,hybrid,5,10004.4
almost,31900,hybrid,10,8191.4
almost,31900,hybrid,15,7719
almost,31900,hybrid,20,6972.2
almost,31900,hybrid,30,6970.4
almost,31900,hybrid,50,6072.8
almost,32000,standard,0,16298
almost,32000,hybrid,5,9864.6
almost,32000,hybrid,10,8209.8
almost,32000,hybrid,15,7777.4
almost,32000,hybrid,20,6985.4
almost,32000,hybrid,30,7030.6
almost,32000,hybrid,50,6086
almost,32100,standard,0,16528.2
almost,32100,hybrid,5,9972.4
almost,32100,hybrid,10,8308.6
almost,32100,hybrid,15,7929.2
almost,32100,hybrid,20,7007.8
almost,32100,hybrid,30,7005.4
almost,32100,hybrid,50,6091.4
almost,32200,standard,0,17287.6
almost,32200,hybrid,5,10139.6
almost,32200,hybrid,10,8306.4
almost,32200,hybrid,15,7978.4
almost,32200,hybrid,20,7073.6
almost,32200,hybrid,30,7088
almost,32200,hybrid,50,6192
almost,32300,standard,0,16656.4
almost,32300,hybrid,5,10006.2
almost,32300,hybrid,10,8291.2
almost,32300,hybrid,15,8010.4
almost,32300,hybrid,20,7061.2
almost,32300,hybrid,30,7050.6
almost,32300,hybrid,50,6173.6
almost,32400,standard,0,16699.8
almost,32400,hybrid,5,10100.6
almost,32400,hybrid,10,8361
almost,32400,hybrid,15,8138.8
almost,32400,hybrid,20,7120
almost,32400,hybrid,30,7098.8
almost,32400,hybrid,50,6194.8
almost,32500,standard,0,16728.8
almost,32500,hybrid,5,10164.6
almost,32500,hybrid,10,8314.6
almost,32500,hybrid,15,8187.2
almost,32500,hybrid,20,7101.8
almost,32500,hybrid,30,7129.2
almost,32500,hybrid,50,6219.4
almost,32600,standard,0,16840.8
almost,32600,hybrid,5,10121.8
almost,32600,hybrid,10,8539.2
almost,32600,hybrid,15,8299.2
almost,32600,hybrid,20,7118.4
almost,32600,hybrid,30,7129.6
almost,32600,hybrid,50,6209
almost,32700,standard,0,16695.4
almost,32700,hybrid,5,10118.2
almost,32700,hybrid,10,8396
almost,32700,hybrid,15,8339.4
almost,32700,hybrid,20,7151
almost,32700,hybrid,30,7151
almost,32700,hybrid,50,6234
almost,32800,standard,0,16765.4
almost,32800,hybrid,5,10222.4
almost,32800,hybrid,10,8492.6
almost,32800,hybrid,15,8477
almost,32800,hybrid,20,7235.2
almost,32800,hybrid,30,7241.4
almost,32800,hybrid,50,6290.4
almost,32900,standard,0,17500.6
almost,32900,hybrid,5,10285.4
almost,32900,hybrid,10,8442.8
almost,32900,hybrid,15,8418.2
almost,32900,hybrid,20,7194.6
almost,32900,hybrid,30,7162.2
almost,32900,hybrid,50,6291.8
almost,33000,standard,0,17535.8
almost,33000,hybrid,5,10321.2
almost,33000,hybrid,10,8474.8
almost,33000,hybrid,15,8467.6
almost,33000,hybrid,20,7241
almost,33000,hybrid,30,7214.6
almost,33000,hybrid,50,6305.8
almost,33100,standard,0,17561
almost,33100,hybrid,5,10345.8
almost,33100,hybrid,10,8506.4
almost,33100,hybrid,15,8504.4
almost,33100,hybrid,20,7303.4
almost,33100,hybrid,30,7277.6
almost,33100,hybrid,50,6341.6
almost,33200,standard,0,17570.6
almost,33200,hybrid,5,10361.8
almost,33200,hybrid,10,8539.4
almost,33200,hybrid,15,8481.4
almost,33200,hybrid,20,7252.6
almost,33200,hybrid,30,7266.4
almost,33200,hybrid,50,6332.8
almost,33300,standard,0,17336.8
almost,33300,hybrid,5,10333.2
almost,33300,hybrid,10,8503.6
almost,33300,hybrid,15,8505.2
almost,33300,hybrid,20,7235.2
almost,33300,hybrid,30,7225
almost,33300,hybrid,50,6309.2
almost,33400,standard,0,17190.2
almost,33400,hybrid,5,10274.4
almost,33400,hybrid,10,8516
almost,33400,hybrid,15,8536.8
almost,33400,hybrid,20,7229.8
almost,33400,hybrid,30,7337.4
almost,33400,hybrid,50,6397.4
almost,33500,standard,0,17660.2
almost,33500,hybrid,5,10293.8
almost,33500,hybrid,10,8546.6
almost,33500,hybrid,15,8545.4
almost,33500,hybrid,20,7258.6
almost,33500,hybrid,30,7256
almost,33500,hybrid,50,6356.6
almost,33600,standard,0,17336.8
almost,33600,hybrid,5,10338.4
almost,33600,hybrid,10,8551.2
almost,33600,hybrid,15,8538.6
almost,33600,hybrid,20,7279.8
almost,33600,hybrid,30,7287
almost,33600,hybrid,50,6362
almost,33700,standard,0,17403.4
almost,33700,hybrid,5,10347.6
almost,33700,hybrid,10,8561.2
almost,33700,hybrid,15,8552.4
almost,33700,hybrid,20,7282.6
almost,33700,hybrid,30,7333.8
almost,33700,hybrid,50,6402.8
almost,33800,standard,0,17782
almost,33800,hybrid,5,10382
almost,33800,hybrid,10,8566.2
almost,33800,hybrid,15,8592.8
almost,33800,hybrid,20,7313.2
almost,33800,hybrid,30,7318.6
almost,33800,hybrid,50,6399.6
almost,33900,standard,0,17908.4
almost,33900,hybrid,5,10486.2
almost,33900,hybrid,10,8638.4
almost,33900,hybrid,15,8642.4
almost,33900,hybrid,20,7333.2
almost,33900,hybrid,30,7329
almost,33900,hybrid,50,6408
almost,34000,standard,0,17561.8
almost,34000,hybrid,5,10445.6
almost,34000,hybrid,10,8615.4
almost,34000,hybrid,15,8618.4
almost,34000,hybrid,20,7372.4
almost,34000,hybrid,30,7370.4
almost,34000,hybrid,50,6437
almost,34100,standard,0,18127.4
almost,34100,hybrid,5,10617.8
almost,34100,hybrid,10,8667.4
almost,34100,hybrid,15,8664.6
almost,34100,hybrid,20,7373.6
almost,34100,hybrid,30,7364.4
almost,34100,hybrid,50,6456.8
almost,34200,standard,0,18022.4
almost,34200,hybrid,5,10605
almost,34200,hybrid,10,8715.8
almost,34200,hybrid,15,8714.2
almost,34200,hybrid,20,7419.8
almost,34200,hybrid,30,7443.2
almost,34200,hybrid,50,6477.6
almost,34300,standard,0,17740
almost,34300,hybrid,5,10528.6
almost,34300,hybrid,10,8681
almost,34300,hybrid,15,8695.6
almost,34300,hybrid,20,7428
almost,34300,hybrid,30,7424
almost,34300,hybrid,50,6491.6
almost,34400,standard,0,17969.6
almost,34400,hybrid,5,10771.2
almost,34400,hybrid,10,8747.6
almost,34400,hybrid,15,8750
almost,34400,hybrid,20,7448.6
almost,34400,hybrid,30,7411
almost,34400,hybrid,50,6501.8
almost,34500,standard,0,17952.6
almost,34500,hybrid,5,10740.4
almost,34500,hybrid,10,8776.8
almost,34500,hybrid,15,8772.8
almost,34500,hybrid,20,7474
almost,34500,hybrid,30,7478.2
almost,34500,hybrid,50,6525.6
almost,34600,standard,0,17877.4
almost,34600,hybrid,5,10663.8
almost,34600,hybrid,10,8790.6
almost,34600,hybrid,15,8781.6
almost,34600,hybrid,20,7501.6
almost,34600,hybrid,30,7492.2
almost,34600,hybrid,50,6560.6
almost,34700,standard,0,17971.4
almost,34700,hybrid,5,10841.4
almost,34700,hybrid,10,8803.8
almost,34700,hybrid,15,8794.6
almost,34700,hybrid,20,7485.4
almost,34700,hybrid,30,7528.4
almost,34700,hybrid,50,6562.8
almost,34800,standard,0,18112.2
almost,34800,hybrid,5,10643
almost,34800,hybrid,10,8760.2
almost,34800,hybrid,15,8823.4
almost,34800,hybrid,20,7492.8
almost,34800,hybrid,30,7539
almost,34800,hybrid,50,6575.2
almost,34900,standard,0,18089
almost,34900,hybrid,5,10649.2
almost,34900,hybrid,10,8774.4
almost,34900,hybrid,15,8807.4
almost,34900,hybrid,20,7513
almost,34900,hybrid,30,7532.6
almost,34900,hybrid,50,6589.8
almost,35000,standard,0,18121.2
almost,35000,hybrid,5,10815.8
almost,35000,hybrid,10,8839.2
almost,35000,hybrid,15,8806.8
